CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
04/14/2021,8:30,QUEENS,11004,40.73973,-73.70625,"(40.73973, -73.70625)",263 STREET,83 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4407367,Sedan,,,,
04/05/2021,16:21,MANHATTAN,10029,40.7952,-73.94623,"(40.7952, -73.94623)",,,1505      PARK AVENUE,3,0,0,0,0,0,3,0,Passing Too Closely,Unspecified,,,,4407837,Station Wagon/Sport Utility Vehicle,Sedan,,,
04/14/2021,10:40,BROOKLYN,11201,40.694794,-73.98246,"(40.694794, -73.98246)",PRINCE STREET,JOHNSON STREET,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unsafe Speed,Unspecified,,,4407548,Taxi,Sedan,Sedan,,
04/16/2021,8:30,BROOKLYN,11228,40.614063,-74.01393,"(40.614063, -74.01393)",86 STREET,13 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4407820,Trailer,Station Wagon/Sport Utility Vehicle,,,
07/08/2021,16:45,BROOKLYN,11211,40.715702,-73.95579,"(40.715702, -73.95579)",ROEBLING STREET,NORTH 6 STREET,,1,0,0,0,1,0,0,0,View Obstructed/Limited,View Obstructed/Limited,,,,4456635,Sedan,Bike,,,
04/16/2021,18:50,BROOKLYN,11218,40.633152,-73.97762,"(40.633152, -73.97762)",AVENUE F,MC DONALD AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4408150,Sedan,Bike,,,
04/16/2021,15:23,BROOKLYN,11228,40.612736,-74.01172,"(40.612736, -74.01172)",14 AVENUE,86 STREET,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,4407842,Sedan,Sedan,,,
04/15/2021,17:55,BROOKLYN,11249,40.70166,-73.961464,"(40.70166, -73.961464)",WILLIAMSBURG STREET WEST,WYTHE AVENUE,,2,0,0,0,0,0,2,0,Pavement Slippery,Unspecified,,,,4407673,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
04/14/2021,0:42,MANHATTAN,10035,40.80641,-73.94227,"(40.80641, -73.94227)",EAST 125 STREET,5 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4407278,Taxi,Sedan,,,
04/14/2021,12:30,MANHATTAN,10019,40.762234,-73.98987,"(40.762234, -73.98987)",WEST 48 STREET,9 AVENUE,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4407459,Van,,,,
04/15/2021,8:30,BRONX,10458,40.863647,-73.8918,"(40.863647, -73.8918)",EAST 193 STREET,MARION AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,4407514,Bus,,,,
04/15/2021,18:36,BROOKLYN,11224,40.576626,-73.98478,"(40.576626, -73.98478)",MERMAID AVENUE,WEST 17 STREET,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,4408367,Sedan,Sedan,,,
04/14/2021,13:45,BROOKLYN,11214,40.60118,-73.99098,"(40.60118, -73.99098)",85 STREET,23 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4407313,Sedan,Sedan,,,
04/14/2021,19:46,BROOKLYN,11220,40.64721,-74.01531,"(40.64721, -74.01531)",51 STREET,3 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4407396,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
04/13/2021,17:11,,,,,,VERRAZANO BRIDGE UPPER,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4407883,Sedan,Box Truck,,,
04/15/2021,16:18,,,40.681145,-73.7923,"(40.681145, -73.7923)",SUTPHIN BOULEVARD,,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,4407611,Sedan,Sedan,,,
04/15/2021,12:40,BROOKLYN,11224,40.57529,-73.97655,"(40.57529, -73.97655)",SURF AVENUE,WEST 8 STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4408053,Station Wagon/Sport Utility Vehicle,,,,
04/16/2021,17:45,,,40.786,-73.84574,"(40.786, -73.84574)",14 AVENUE,COLLEGE POINT BOULEVARD,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4407905,Sedan,Station Wagon/Sport Utility Vehicle,,,
04/15/2021,20:00,BROOKLYN,11214,40.601128,-73.997086,"(40.601128, -73.997086)",BENSON AVENUE,BAY 28 STREET,,1,0,1,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,,4407642,Taxi,,,,
04/15/2021,11:45,,,40.827923,-73.93483,"(40.827923, -73.93483)",HARLEM RIVER DRIVE,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4407556,Sedan,Sedan,,,
04/05/2021,16:27,MANHATTAN,10026,40.805824,-73.954636,"(40.805824, -73.954636)",,,301       WEST 118 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4407774,Station Wagon/Sport Utility Vehicle,,,,
04/14/2021,13:30,,,40.642776,-74.02003,"(40.642776, -74.02003)",3 AVENUE,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4407360,Sedan,Sedan,,,
04/14/2021,18:56,,,40.86674,-73.92873,"(40.86674, -73.92873)",PAYSON AVENUE,,,1,0,0,0,0,0,1,0,Pavement Defective,,,,,4408139,Motorcycle,,,,
04/16/2021,9:10,,,,,,HYLAN BOULEVARD,STEUBEN STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4407848,Station Wagon/Sport Utility Vehicle,Box Truck,,,
04/15/2021,1:30,,,,,,QUEENSBORO BRIDGE UPPER,,,0,0,0,0,0,0,0,0,Unspecified,,,,,4407401,Station Wagon/Sport Utility Vehicle,,,,
12/10/2021,12:15,,,40.571625,-74.11192,"(40.571625, -74.11192)",NEW DORP LANE,CLAWSON STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4485464,Sedan,Station Wagon/Sport Utility Vehicle,,,
04/12/2021,6:00,,,40.678375,-73.9265,"(40.678375, -73.9265)",SUYDAM PLACE,,,0,0,0,0,0,0,0,0,Other Lighting Defects,Unspecified,,,,4408223,Garbage or Refuse,Sedan,,,
04/14/2021,19:50,,,40.74209,-73.984985,"(40.74209, -73.984985)",EAST 26 STREET,,,1,0,0,0,0,0,1,0,Unspecified,,,,,4408075,Station Wagon/Sport Utility Vehicle,,,,
04/16/2021,11:30,BRONX,10455,40.81228,-73.90941,"(40.81228, -73.90941)",,,508       JACKSON AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4407967,Sedan,Taxi,,,
04/16/2021,23:45,,,40.604195,-73.97218,"(40.604195, -73.97218)",MC DONALD AVENUE,,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,,,,,4407875,Pick-up Truck,,,,
04/11/2021,18:45,BRONX,10460,40.84383,-73.886375,"(40.84383, -73.886375)",,,1988      MARMION AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4407915,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
04/16/2021,8:30,,,40.759163,-73.988396,"(40.759163, -73.988396)",8 AVENUE,,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4408258,Sedan,Bike,,,
04/15/2021,19:39,BROOKLYN,11226,40.652927,-73.959335,"(40.652927, -73.959335)",FLATBUSH AVENUE,CATON AVENUE,,1,0,1,0,0,0,0,0,Unspecified,,,,,4408033,,,,,
04/14/2021,21:00,BROOKLYN,11216,40.69097,-73.94833,"(40.69097, -73.94833)",MARCY AVENUE,KOSCIUSZKO STREET,,2,0,0,0,0,0,2,0,Following Too Closely,Turning Improperly,,,,4408308,Sedan,Station Wagon/Sport Utility Vehicle,,,
04/16/2021,19:00,,,40.718864,-73.97483,"(40.718864, -73.97483)",FDR DRIVE,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4407869,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
04/15/2021,23:30,BROOKLYN,11208,40.683174,-73.87389,"(40.683174, -73.87389)",,,3289      FULTON STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4407732,Van,Sedan,,,
04/15/2021,17:11,,,,,,BRUCKNER BOULEVARD,EAST 135 STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4407684,Sedan,,,,
04/15/2021,2:00,QUEENS,11372,40.749744,-73.884315,"(40.749744, -73.884315)",37 AVENUE,82 STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,,,,,4407602,Box Truck,,,,
04/16/2021,19:54,MANHATTAN,10010,40.738316,-73.98773,"(40.738316, -73.98773)",EAST 20 STREET,PARK AVENUE SOUTH,,0,0,0,0,0,0,0,0,Unspecified,,,,,4407959,Taxi,,,,
04/08/2021,9:21,BRONX,10461,40.839382,-73.84531,"(40.839382, -73.84531)",,,2507      TRATMAN AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4408397,Sedan,Pick-up Truck,,,
04/16/2021,9:50,BROOKLYN,11212,40.66806,-73.90394,"(40.66806, -73.90394)",,,414       SUTTER AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,,,4408067,Sedan,,,,
04/16/2021,12:10,,,40.74715,-73.985504,"(40.74715, -73.985504)",WEST 32 STREET,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4408279,Station Wagon/Sport Utility Vehicle,Box Truck,,,
04/14/2021,8:40,,,40.663776,-73.889915,"(40.663776, -73.889915)",RIVERDALE AVENUE,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4407723,Station Wagon/Sport Utility Vehicle,Sedan,,,
04/16/2021,23:25,,,40.843903,-73.927284,"(40.843903, -73.927284)",MAJOR DEEGAN EXPRESSWAY,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4408198,Sedan,Sedan,,,
04/14/2021,20:25,,,40.836296,-73.87369,"(40.836296, -73.87369)",CROSS BRONX EXPY,,,2,0,0,0,0,0,2,0,Unspecified,,,,,4407501,Sedan,,,,
04/15/2021,21:04,BROOKLYN,11203,40.655285,-73.93658,"(40.655285, -73.93658)",,,743       TROY AVENUE,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Unspecified,,,,4408119,Taxi,,,,
04/09/2021,12:00,BROOKLYN,11249,40.70166,-73.961464,"(40.70166, -73.961464)",WILLIAMSBURG STREET WEST,WYTHE AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Oversized Vehicle,,,,4408359,Sedan,Dump,,,
04/16/2021,10:05,BROOKLYN,11220,40.64606,-74.01648,"(40.64606, -74.01648)",3 AVENUE,53 STREET,,1,0,0,0,0,0,1,0,Brakes Defective,Unspecified,,,,4407816,Pick-up Truck,Pick-up Truck,,,
04/14/2021,7:00,,,,,,G.C.P. / JEWEL (CDR),,,0,0,0,0,0,0,0,0,Fell Asleep,,,,,4407168,Station Wagon/Sport Utility Vehicle,,,,
04/15/2021,8:23,QUEENS,11423,40.72119,-73.761185,"(40.72119, -73.761185)",FOOTHILL AVENUE,204 STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4407543,Sedan,Station Wagon/Sport Utility Vehicle,,,
04/15/2021,12:00,QUEENS,11385,40.708363,-73.87203,"(40.708363, -73.87203)",,,79-40     COOPER AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4407801,Station Wagon/Sport Utility Vehicle,Box Truck,,,
04/14/2021,14:10,,,40.674004,-73.81881,"(40.674004, -73.81881)",120 STREET,,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,Unspecified,Unspecified,,4407346,SCHOOL BUS,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,
04/14/2021,23:10,,,40.729176,-73.87898,"(40.729176, -73.87898)",LONG ISLAND EXPRESSWAY,,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,4407769,Sedan,Sedan,,,
09/11/2021,10:59,QUEENS,11368,40.745766,-73.86421,"(40.745766, -73.86421)",45 AVENUE,NATIONAL STREET,,0,0,0,0,0,0,0,0,Obstruction/Debris,Driver Inexperience,,,,4455856,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
04/15/2021,12:30,BRONX,10475,40.86832,-73.83317,"(40.86832, -73.83317)",BARTOW AVENUE,EDSON AVENUE,,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,4408093,Sedan,Tractor Truck Diesel,,,
04/14/2021,18:45,QUEENS,11691,40.598515,-73.766464,"(40.598515, -73.766464)",,,32-11     BEACH CHANNEL DRIVE,0,0,0,0,0,0,0,0,Animals Action,,,,,4407475,Motorcycle,,,,
03/20/2021,15:58,BROOKLYN,11205,40.695004,-73.9525,"(40.695004, -73.9525)",NOSTRAND AVENUE,MYRTLE AVENUE,,0,0,0,0,0,0,0,0,Passing Too Closely,Passing Too Closely,,,,4408113,Station Wagon/Sport Utility Vehicle,Sedan,,,
04/14/2021,11:50,,,40.72773,-73.90674,"(40.72773, -73.90674)",MAURICE AVENUE,BORDEN AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4407833,Sedan,Sedan,,,
04/16/2021,8:41,QUEENS,11385,40.704563,-73.91066,"(40.704563, -73.91066)",MENAHAN STREET,SENECA AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,4407923,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,,
04/14/2021,13:30,,,40.66807,-73.80789,"(40.66807, -73.80789)",131 STREET,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Driver Inattention/Distraction,,,,4407424,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
04/14/2021,0:00,BROOKLYN,11207,40.66944,-73.883995,"(40.66944, -73.883995)",BLAKE AVENUE,ASHFORD STREET,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,,,,4407741,Station Wagon/Sport Utility Vehicle,Sedan,,,
04/09/2021,10:15,,,40.684082,-73.90864,"(40.684082, -73.90864)",CHAUNCEY STREET,,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4407891,Station Wagon/Sport Utility Vehicle,,,,
04/14/2021,15:05,BROOKLYN,11201,40.69349,-73.97917,"(40.69349, -73.97917)",MYRTLE AVENUE,ASHLAND PLACE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4407647,Station Wagon/Sport Utility Vehicle,Bike,,,
04/16/2021,0:00,QUEENS,11354,40.765266,-73.81517,"(40.765266, -73.81517)",NORTHERN BOULEVARD,150 STREET,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4407909,Station Wagon/Sport Utility Vehicle,,,,
04/14/2021,18:00,,,40.74613,-73.83605,"(40.74613, -73.83605)",VAN WYCK EXPWY,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4407439,Station Wagon/Sport Utility Vehicle,,,,
04/15/2021,12:17,MANHATTAN,10016,40.74708,-73.98135,"(40.74708, -73.98135)",PARK AVENUE,EAST 34 STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4407604,Sedan,Concrete Mixer,,,
04/15/2021,10:37,BRONX,10467,40.87482,-73.877,"(40.87482, -73.877)",EAST 206 STREET,PERRY AVENUE,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4407752,Sedan,,,,
04/14/2021,19:15,QUEENS,11385,40.70399,-73.85589,"(40.70399, -73.85589)",WOODHAVEN BOULEVARD,82 AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4407380,Station Wagon/Sport Utility Vehicle,Multi-Wheeled Vehicle,,,
04/16/2021,21:30,BROOKLYN,11226,40.649788,-73.9622,"(40.649788, -73.9622)",CHURCH AVENUE,SAINT PAULS PLACE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4408037,Sedan,Bike,,,
04/11/2021,11:50,QUEENS,11435,40.69507,-73.80114,"(40.69507, -73.80114)",,,106-44    150 STREET,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4408416,Station Wagon/Sport Utility Vehicle,,,,
04/15/2021,9:57,MANHATTAN,10024,40.788673,-73.97136,"(40.788673, -73.97136)",,,109       WEST 89 STREET,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4407549,Sedan,Box Truck,,,
04/15/2021,13:07,,,40.847897,-73.92499,"(40.847897, -73.92499)",MAJOR DEEGAN EXPRESSWAY,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4408002,Sedan,Sedan,,,
04/14/2021,11:30,BROOKLYN,11221,40.68896,-73.93326,"(40.68896, -73.93326)",STUYVESANT AVENUE,QUINCY STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4408227,Taxi,Sedan,,,
04/13/2021,7:25,,,40.695377,-73.94921,"(40.695377, -73.94921)",MYRTLE AVENUE,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4408262,Station Wagon/Sport Utility Vehicle,Sedan,,,
04/16/2021,18:03,BRONX,10467,40.880657,-73.877625,"(40.880657, -73.877625)",EAST GUN HILL ROAD,WAYNE AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4407897,Station Wagon/Sport Utility Vehicle,,,,
04/16/2021,21:00,,,40.828114,-73.93107,"(40.828114, -73.93107)",MAJOR DEEGAN EXPRESSWAY,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Following Too Closely,,,,4408187,Sedan,Tractor Truck Gasoline,,,
04/16/2021,10:40,,,40.781265,-73.97599,"(40.781265, -73.97599)",COLUMBUS AVENUE,,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4407975,Sedan,,,,
04/16/2021,20:07,MANHATTAN,10033,40.848736,-73.93234,"(40.848736, -73.93234)",WEST 181 STREET,AUDUBON AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4408164,Sedan,Sedan,,,
04/16/2021,12:42,,,,,,BRONX WHITESTONE BRIDGE,,,2,0,0,0,0,0,2,0,Following Too Closely,Unspecified,,,,4407910,Station Wagon/Sport Utility Vehicle,Sedan,,,
04/15/2021,22:22,BROOKLYN,11212,40.65989,-73.90536,"(40.65989, -73.90536)",NEWPORT STREET,WATKINS STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,4408085,Sedan,,,,
04/16/2021,18:40,,,40.748436,-73.984566,"(40.748436, -73.984566)",5 AVENUE,,,1,0,0,0,1,0,0,0,Unsafe Lane Changing,Unspecified,,,,4408250,Sedan,E-Bike,,,
04/15/2021,12:38,BROOKLYN,11229,40.61033,-73.95932,"(40.61033, -73.95932)",,,1411      AVENUE P,1,0,0,0,0,0,1,0,Unsafe Lane Changing,Unspecified,Unspecified,,,4408028,Sedan,Sedan,Box Truck,,
04/14/2021,12:20,QUEENS,11101,40.752556,-73.92972,"(40.752556, -73.92972)",38 AVENUE,34 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,4407580,Sedan,Sedan,Sedan,,
04/14/2021,20:50,,,40.829697,-73.91313,"(40.829697, -73.91313)",TELLER AVENUE,,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4408302,Sedan,,,,
04/14/2021,2:30,MANHATTAN,10002,40.718826,-73.98424,"(40.718826, -73.98424)",ATTORNEY STREET,RIVINGTON STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,4407400,Sedan,,,,
04/16/2021,12:38,BROOKLYN,11203,40.65241,-73.9264,"(40.65241, -73.9264)",,,5403      CHURCH AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4408128,Station Wagon/Sport Utility Vehicle,,,,
04/15/2021,13:31,,,,,,Beadle Street,Vandervoort avenue,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4407806,Pick-up Truck,Box Truck,,,
04/15/2021,15:20,,,40.852673,-73.919106,"(40.852673, -73.919106)",UNDERCLIFF AVENUE,SEDGWICK AVENUE,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,4408194,Station Wagon/Sport Utility Vehicle,Sedan,,,
04/16/2021,15:00,,,40.851555,-73.952446,"(40.851555, -73.952446)",CROSS BRONX EXPY,,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4408289,Box Truck,Station Wagon/Sport Utility Vehicle,,,
04/16/2021,12:50,,,40.707928,-73.784294,"(40.707928, -73.784294)",JAMAICA AVENUE,,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,4407953,Station Wagon/Sport Utility Vehicle,Sedan,,,
04/06/2021,8:50,BRONX,10466,40.891876,-73.8616,"(40.891876, -73.8616)",,,4110      CARPENTER AVENUE,0,0,0,0,0,0,0,0,Outside Car Distraction,Driver Inattention/Distraction,,,,4408391,Sedan,Taxi,,,
04/15/2021,0:00,QUEENS,11692,40.58947,-73.80105,"(40.58947, -73.80105)",,,207       BEACH 73 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4408204,Sedan,,,,
04/01/2021,4:46,MANHATTAN,10016,40.74668,-73.9745,"(40.74668, -73.9745)",2 AVENUE,EAST 37 STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Turning Improperly,,,,4407870,Sedan,Sedan,,,
04/14/2021,22:17,BRONX,10458,40.85814,-73.895744,"(40.85814, -73.895744)",EAST 184 STREET,MARION AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,4407524,Sedan,,,,
04/16/2021,14:35,BROOKLYN,11206,40.708626,-73.94513,"(40.708626, -73.94513)",MANHATTAN AVENUE,SCHOLES STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4408353,Lift Boom,Station Wagon/Sport Utility Vehicle,,,
04/14/2021,2:09,,,,,,EAST 128 STREET,3 AVENUE BRIDGE,,1,0,0,0,0,0,1,0,Alcohol Involvement,,,,,4407243,Sedan,,,,
04/14/2021,15:25,QUEENS,11373,40.73464,-73.87421,"(40.73464, -73.87421)",,,89-21     QUEENS BOULEVARD,1,0,0,0,0,0,1,0,Reaction to Uninvolved Vehicle,Following Too Closely,,,,4407445,Sedan,Motorcycle,,,
04/16/2021,10:00,BROOKLYN,11210,40.62855,-73.952835,"(40.62855, -73.952835)",,,2408      AVENUE I,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4408056,Sedan,,,,
04/14/2021,13:40,BROOKLYN,11203,40.65563,-73.92596,"(40.65563, -73.92596)",LENOX ROAD,EAST 55 STREET,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,4407327,Sedan,Station Wagon/Sport Utility Vehicle,,,
04/16/2021,10:10,QUEENS,11434,40.687046,-73.792114,"(40.687046, -73.792114)",155 STREET,LINDEN BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4407784,Sedan,,,,
04/14/2021,11:46,QUEENS,11385,40.70326,-73.86474,"(40.70326, -73.86474)",MYRTLE AVENUE,84 STREET,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4407928,Bike,,,,
04/06/2021,16:00,,,0,0,"(0.0, 0.0)",BEDFORD AVENUE,,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4408107,Bus,,,,
09/10/2021,0:00,,,,,,FRANCIS LEWIS BOULEVARD,UNDERHILL AVENUE,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,4456830,Sedan,Sedan,,,
04/14/2021,13:00,BROOKLYN,11210,40.633114,-73.94928,"(40.633114, -73.94928)",,,120       KENILWORTH PLACE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4407454,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
04/14/2021,13:30,STATEN ISLAND,10304,40.62046,-74.07641,"(40.62046, -74.07641)",,,135       VANDERBILT AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4407372,Station Wagon/Sport Utility Vehicle,,,,
04/14/2021,21:24,MANHATTAN,10065,40.75964,-73.95817,"(40.75964, -73.95817)",FDR DRIVE,EAST 61 STREET,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,,,,4407444,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
04/13/2021,20:15,,,40.64254,-73.87652,"(40.64254, -73.87652)",BELT PARKWAY,,,2,0,0,0,0,0,2,0,Following Too Closely,Following Too Closely,Following Too Closely,Unspecified,Unspecified,4407756,Station Wagon/Sport Utility Vehicle,Pick-up Truck,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan
04/15/2021,10:30,,,40.783146,-73.97833,"(40.783146, -73.97833)",WEST 79 STREET,,,1,0,1,0,0,0,0,0,Passing Too Closely,,,,,4407620,Sedan,,,,
04/14/2021,23:30,QUEENS,11433,40.705452,-73.78149,"(40.705452, -73.78149)",LIBERTY AVENUE,178 STREET,,6,0,0,0,0,0,6,0,Reaction to Uninvolved Vehicle,Unspecified,,,,4407412,Taxi,Sedan,,,
04/15/2021,19:00,,,40.74425,-73.7334,"(40.74425, -73.7334)",CROSS ISLAND PARKWAY,GRAND CENTRAL PARKWAY,,0,0,0,0,0,0,0,0,Unspecified,,,,,4407633,Station Wagon/Sport Utility Vehicle,,,,
04/14/2021,4:35,MANHATTAN,10017,40.75348,-73.980896,"(40.75348, -73.980896)",WEST 42 STREET,5 AVENUE,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4407119,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
04/14/2021,23:46,BRONX,10461,40.84307,-73.848076,"(40.84307, -73.848076)",SILVER STREET,EAST TREMONT AVENUE,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,4407660,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
04/15/2021,12:30,BROOKLYN,11204,40.620914,-73.9753,"(40.620914, -73.9753)",MC DONALD AVENUE,BAY PARKWAY,,1,0,0,0,0,0,1,0,Illnes,,,,,4408154,Sedan,,,,
04/04/2021,21:43,MANHATTAN,10027,40.80889,-73.95581,"(40.80889, -73.95581)",,,71        MORNINGSIDE AVENUE,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,Unspecified,,,4407773,Sedan,Sedan,Sedan,,
